Name,Type,Breed,Age,Color,Shelter Name,Shelter City,Shelter State,Adoption Date
Judy,Dog,Yorkshire Terrier,12,Gray,Pet Haven Rescue,Maxwellland,Maryland,05/21/24 07:17:54
Edward,Cat,Maine Coon,11,Blue,Furry Companions Shelter,New Amandatown,New Mexico,05/21/24 07:31:25
Larry,Cat,Maine Coon,5,White,Four-Legged Friends Rescue,Batesville,Maine,05/21/24 08:23:42
Monique,Cat,Oriental Shorthair,12,Blue,Wagging Tails Shelter,Moorefort,Connecticut,05/21/24 08:29:37
Patrick,Cat,Sphynx,12,Golden,Fur-Ever Homes Shelter,Tonyborough,New Jersey,05/21/24 08:47:48
Julie,Cat,Oriental Shorthair,6,Blue,Animal Haven Rescue,Wilsonside,Tennessee,05/21/24 08:48:49
David,Cat,Sphynx,12,Cream,Fur-Ever Homes Shelter,Lake Billy,South Dakota,05/21/24 08:55:03
Jacqueline,Dog,Labrador Retriever,8,Gray,Fur-Ever Homes Shelter,Annachester,Nevada,05/21/24 08:55:24
Heather,Cat,British Shorthair,13,Cream,Happy Paws Rescue,West Roy,Florida,05/21/24 08:57:56
Joseph,Cat,Oriental Shorthair,13,Black,Animal Haven Rescue,New Jonathan,Louisiana,05/21/24 09:16:27
Caitlin,Cat,Persian,12,Blue,Loving Paws Rescue,Clarkport,Montana,05/21/24 09:16:59
Kenneth,Cat,Siamese,7,Striped,Four-Legged Friends Rescue,Lake Williamfort,South Dakota,05/21/24 09:23:46
Heather,Dog,Beagle,10,Gray,Second Chance Animal Shelter,Walkerview,Minnesota,05/21/24 09:26:49
Lauren,Cat,Abyssinian,15,White,Rescue Me Animal Shelter,Port Andrew,New Jersey,05/21/24 09:36:28
Andrew,Dog,Rottweiler,4,Gray,Barks and Meows Haven,West Thomastown,New Hampshire,05/21/24 09:53:17
Angela,Cat,British Shorthair,9,Spotted,Faithful Friends Animal Shelter,New John,Michigan,05/21/24 11:00:04
Gerald,Dog,German Shepherd,10,Brown,Furry Friends Haven,Rachelchester,Arizona,05/21/24 11:16:52
Blake,Cat,Sphynx,8,Striped,Whiskers and Tails Sanctuary,North Troy,Oklahoma,05/21/24 12:28:15
John,Dog,Bulldog,3,Blue,Wagging Tails Shelter,East Michael,California,05/21/24 13:00:09
Diana,Dog,Dachshund,7,Striped,Four-Legged Friends Rescue,South Charlotte,Michigan,05/21/24 13:41:15
Michael,Cat,Persian,2,Striped,Whiskers and Tails Sanctuary,North Shelia,Ohio,05/21/24 13:57:15
Kyle,Cat,Ragdoll,14,Gray,Four-Legged Friends Rescue,Scottburgh,New Hampshire,05/21/24 14:02:48
John,Dog,Bulldog,14,Red,Furry Friends Haven,North Jenniferstad,Maryland,05/21/24 14:04:49
Sean,Dog,German Shepherd,6,Cream,Animal Haven Rescue,Tanyatown,Wyoming,05/21/24 14:35:14
David,Dog,Rottweiler,9,Black,Wagging Tails Shelter,Marcusview,Iowa,05/21/24 14:55:20
Jessica,Cat,Sphynx,13,Blue,Whiskers and Tails Sanctuary,East Tonyview,Florida,05/21/24 14:56:02
Leonard,Dog,Poodle,1,Striped,Loving Paws Rescue,Lake Samanthamouth,Alaska,05/21/24 14:59:45
James,Cat,Oriental Shorthair,4,Cream,Loving Paws Rescue,Paulport,Arizona,05/21/24 15:01:52
Jeffrey,Dog,Poodle,9,Spotted,Safe Haven Animal Shelter,Brandonside,Oklahoma,05/21/24 15:34:36
Kelly,Dog,Beagle,3,Golden,Pawsitive Outcomes Rescue,Jasonshire,New Mexico,05/21/24 16:01:37
Natasha,Dog,Beagle,2,Golden,Second Chance Animal Shelter,Port Dianestad,Connecticut,05/21/24 16:08:59
Kimberly,Dog,Rottweiler,7,Red,Second Chance Animal Shelter,Port James,New Jersey,05/21/24 16:15:09
Mark,Dog,Rottweiler,6,Brown,Wagging Tails Shelter,West Taylor,Nevada,05/21/24 16:33:55
Stephen,Cat,Persian,4,Gray,Happy Paws Rescue,North Matthewfort,Delaware,05/21/24 17:00:20
Lori,Dog,Dachshund,4,Spotted,Cuddle Buddies Rescue,Josephbury,New Mexico,05/21/24 17:19:09
Stephanie,Cat,Scottish Fold,11,Brown,Barks and Meows Haven,New Hannah,Oregon,05/21/24 17:29:57
Stephanie,Dog,Poodle,3,Cream,Pawsitive Outcomes Rescue,New Lisaport,Missouri,05/21/24 17:45:55
Malik,Cat,Scottish Fold,1,Brown,Animal Haven Rescue,Lake Donaldview,Kansas,05/21/24 18:37:54
Donna,Cat,Sphynx,13,Blue,Pet Haven Rescue,Morrisburgh,Missouri,05/21/24 18:39:17
Lori,Dog,Labrador Retriever,8,Gray,Pet Haven Rescue,South Jeffrey,Kentucky,05/21/24 18:56:48
Michael,Dog,Labrador Retriever,1,Brown,Furever Friends Sanctuary,Port Timothy,Mississippi,05/21/24 19:40:36
Kelsey,Cat,Ragdoll,10,Golden,Happy Paws Rescue,North Kevinview,Rhode Island,05/21/24 19:53:02
Adrian,Dog,Beagle,9,Cream,Wagging Tails Shelter,East Katherine,Wisconsin,05/21/24 20:10:57
Jessica,Dog,Rottweiler,9,Brown,Rescue Me Animal Shelter,South Leslieport,Tennessee,05/21/24 20:16:53
Nicholas,Cat,Sphynx,11,Black,Wagging Tails Shelter,West Huntermouth,Hawaii,05/21/24 20:23:28
Jennifer,Cat,British Shorthair,11,Golden,Paws and Claws Shelter,South Carla,Kentucky,05/21/24 20:38:17
Cody,Cat,Maine Coon,6,White,Furry Companions Shelter,Port Jessica,California,05/21/24 20:40:26
Eric,Cat,Ragdoll,14,Brown,Second Chance Animal Shelter,East Laura,Oklahoma,05/21/24 20:52:00
Richard,Cat,Ragdoll,4,Blue,Wagging Tails Shelter,Davidland,North Carolina,05/21/24 21:26:19
Cheyenne,Cat,British Shorthair,15,White,Furever Friends Sanctuary,Lake Josephhaven,Wyoming,05/21/24 21:38:56
Jason,Dog,Golden Retriever,1,Cream,Happy Paws Rescue,Tracyhaven,North Carolina,05/21/24 22:07:21
Sara,Cat,Sphynx,3,Golden,Furever Friends Sanctuary,Port Nataliemouth,Tennessee,05/21/24 22:17:06
Amanda,Cat,Birman,15,White,Second Chance Animal Shelter,East Brianmouth,Wyoming,05/21/24 22:35:34
Jessica,Dog,Beagle,9,White,Four-Legged Friends Rescue,Port Williamfort,Alaska,05/21/24 22:50:40
Nathaniel,Dog,Labrador Retriever,7,Cream,Paws and Claws Shelter,Haneyberg,Louisiana,05/21/24 23:27:13
Raymond,Cat,Oriental Shorthair,6,Golden,Second Chance Animal Shelter,New Manuel,Kentucky,05/21/24 23:40:50
Lori,Dog,Boxer,9,Golden,Wagging Tails Shelter,New Tammy,North Carolina,05/21/24 23:41:28
Nicole,Dog,Beagle,15,Golden,Four-Legged Friends Rescue,South Robertfort,Florida,05/21/24 23:53:21
Jennifer,Cat,Ragdoll,12,Cream,Paws and Claws Shelter,South Kristin,Florida,05/22/24 00:03:10
Scott,Dog,Dachshund,4,Striped,Rescue Me Animal Shelter,Gonzalezfurt,Utah,05/22/24 00:11:56
Emily,Dog,Beagle,15,Blue,Cuddle Buddies Rescue,Mullenville,Maine,05/22/24 01:06:16
Megan,Cat,Oriental Shorthair,3,Black,Four-Legged Friends Rescue,Aliciafurt,Mississippi,05/22/24 01:09:49
Travis,Dog,Rottweiler,3,White,Four-Legged Friends Rescue,Lake Michaelfort,Vermont,05/22/24 01:25:12
Kathryn,Cat,Abyssinian,15,Golden,Whiskers and Tails Sanctuary,Rojasside,New York,05/22/24 01:58:37
Tyler,Dog,German Shepherd,8,Spotted,Cuddle Buddies Rescue,Jonathanstad,Texas,05/22/24 02:10:57
Tiffany,Dog,Yorkshire Terrier,12,Black,Safe Haven Animal Shelter,East Matthewton,Wyoming,05/22/24 03:00:05
Michael,Dog,Rottweiler,3,Blue,Rescue Me Animal Shelter,West Jamesborough,Pennsylvania,05/22/24 03:12:59
Douglas,Cat,Scottish Fold,9,Golden,Second Chance Animal Shelter,Callahanville,Rhode Island,05/22/24 03:33:09
Heather,Dog,Golden Retriever,7,Golden,Four-Legged Friends Rescue,East Ericabury,Utah,05/22/24 03:47:53
Gary,Dog,Yorkshire Terrier,7,Red,Furever Friends Sanctuary,North Carrieberg,Connecticut,05/22/24 04:38:06
Dawn,Cat,Oriental Shorthair,14,Black,Rescue Me Animal Shelter,Mooretown,California,05/22/24 05:21:22
Gordon,Cat,Scottish Fold,9,Spotted,Animal Haven Rescue,Blackborough,Illinois,05/22/24 05:58:19
Thomas,Dog,Yorkshire Terrier,11,Cream,Barks and Meows Haven,West Christina,South Dakota,05/22/24 06:11:28
Stephanie,Dog,Yorkshire Terrier,7,Brown,Furever Friends Sanctuary,Lake Sandratown,Kansas,05/22/24 06:12:54
Sandra,Cat,Sphynx,10,Golden,Paws and Claws Shelter,West Rickytown,Iowa,05/22/24 06:19:41
Daniel,Cat,Scottish Fold,9,Blue,Safe Haven Animal Shelter,New William,Connecticut,05/22/24 06:23:58
Brittney,Cat,Abyssinian,2,Cream,Furry Friends Haven,Wilcoxview,Washington,05/22/24 06:28:00
Katherine,Cat,Birman,1,Brown,Animal Haven Rescue,Julieshire,New Hampshire,05/22/24 07:04:53
Jerry,Cat,Birman,2,Golden,Furever Friends Sanctuary,Bowmanside,Maryland,05/22/24 07:09:36
Madison,Cat,Oriental Shorthair,14,Brown,Furever Friends Sanctuary,Jessestad,Oklahoma,05/22/24 07:34:59
Jennifer,Dog,Bulldog,14,Red,Pawsitive Outcomes Rescue,Littlefort,Alaska,05/22/24 08:02:44
Richard,Dog,Dachshund,2,White,Rescue Me Animal Shelter,South Joshuahaven,Missouri,05/22/24 08:50:01
Ashley,Cat,Sphynx,10,Black,Loving Paws Rescue,Port Jennifer,Virginia,05/22/24 08:50:09
Richard,Dog,German Shepherd,4,Red,Wagging Tails Shelter,Newmanport,Oklahoma,05/22/24 08:56:34
Christine,Dog,German Shepherd,8,Black,Whiskers and Tails Sanctuary,Nicoleshire,Iowa,05/22/24 09:06:16
Jennifer,Cat,British Shorthair,11,White,Four-Legged Friends Rescue,Brookebury,Tennessee,05/22/24 09:07:36
Lisa,Cat,Maine Coon,6,Golden,Pawsitive Outcomes Rescue,Collinsborough,Texas,05/22/24 09:15:28
Jonathan,Cat,Ragdoll,12,Cream,Furry Friends Haven,West George,Rhode Island,05/22/24 09:23:16
Julie,Dog,Beagle,11,Cream,Faithful Friends Animal Shelter,Webbville,West Virginia,05/22/24 09:25:33
Kristin,Cat,Siamese,3,Spotted,Happy Paws Rescue,West Blaketon,Maine,05/22/24 09:38:18
Lance,Dog,Golden Retriever,4,Gray,Faithful Friends Animal Shelter,Lake Harrychester,Maine,05/22/24 09:45:42
Courtney,Dog,Beagle,15,Red,Furry Friends Haven,Robertmouth,Iowa,05/22/24 10:28:32
Elizabeth,Dog,Beagle,13,Gray,Cuddle Buddies Rescue,Susanchester,Montana,05/22/24 10:29:17
Tyler,Dog,Boxer,3,Black,Pawsitive Outcomes Rescue,Kirkport,Texas,05/22/24 10:35:36
Christopher,Dog,Beagle,11,Brown,Paws and Claws Shelter,Maryside,Montana,05/22/24 10:45:15
Tracy,Dog,Beagle,13,Gray,Fur-Ever Homes Shelter,Lake Amandaburgh,Hawaii,05/22/24 12:00:53
Anthony,Cat,Sphynx,6,Spotted,Loving Paws Rescue,Rodneyburgh,North Dakota,05/22/24 12:03:34
Ann,Cat,Sphynx,6,Striped,Hopeful Hearts Animal Shelter,Timothyborough,Idaho,05/22/24 12:23:37
Alison,Cat,Scottish Fold,1,Spotted,Faithful Friends Animal Shelter,Lake Williamland,Wisconsin,05/22/24 12:32:38
Susan,Cat,Birman,8,Brown,Four-Legged Friends Rescue,New Carol,Montana,05/22/24 12:45:49
David,Cat,Maine Coon,15,Striped,Hopeful Hearts Animal Shelter,South Amy,Missouri,05/22/24 12:57:49
Elizabeth,Dog,Boxer,13,Golden,Cuddle Buddies Rescue,Velasquezland,South Carolina,05/22/24 14:04:25
John,Cat,Birman,14,Blue,Barks and Meows Haven,Pamelaberg,Illinois,05/22/24 14:24:05
Jeffrey,Cat,Sphynx,12,Cream,Four-Legged Friends Rescue,Port Stephen,Maryland,05/22/24 15:23:09
Wendy,Dog,Bulldog,2,Red,Paws and Claws Shelter,Ericahaven,North Carolina,05/22/24 15:35:17
Tanya,Dog,Beagle,2,Gray,Furever Friends Sanctuary,South Brettview,Minnesota,05/22/24 15:36:41
Anthony,Dog,Yorkshire Terrier,4,White,Furever Friends Sanctuary,West Lauratown,Oregon,05/22/24 15:42:54
Henry,Dog,Golden Retriever,7,Red,Faithful Friends Animal Shelter,Lake Tiffany,Virginia,05/22/24 15:45:20
Keith,Cat,British Shorthair,15,Golden,Barks and Meows Haven,Smithfort,Mississippi,05/22/24 15:49:40
Jorge,Dog,Dachshund,6,Spotted,Furry Companions Shelter,West Albert,Texas,05/22/24 15:54:58
Cheryl,Dog,Golden Retriever,12,Gray,Paws and Claws Shelter,Port Michaelville,Arkansas,05/22/24 16:08:24
Erica,Dog,German Shepherd,3,Cream,Four-Legged Friends Rescue,Gilbertview,Arizona,05/22/24 16:14:46
Shelly,Cat,Abyssinian,1,Red,Pet Haven Rescue,North Trevorville,New Hampshire,05/22/24 16:15:43
Megan,Dog,Beagle,13,Cream,Wagging Tails Shelter,East Rachelborough,Maryland,05/22/24 16:25:45
Ashley,Dog,Rottweiler,13,Golden,Second Chance Animal Shelter,South Jenniferfort,Oklahoma,05/22/24 16:26:42
Rachel,Dog,Rottweiler,2,White,Rescue Me Animal Shelter,Smithburgh,Arizona,05/22/24 16:27:17
Kevin,Cat,Oriental Shorthair,6,Brown,Whiskers and Tails Sanctuary,South Megan,Connecticut,05/22/24 16:35:26
Robert,Cat,Scottish Fold,4,Striped,Furry Friends Haven,Port David,Illinois,05/22/24 17:18:12
Marissa,Cat,Scottish Fold,3,Striped,Hopeful Hearts Animal Shelter,Danielmouth,Ohio,05/22/24 17:40:29
Zachary,Dog,Poodle,14,Black,Loving Paws Rescue,North Robert,Nevada,05/22/24 17:43:31
Kristen,Dog,Yorkshire Terrier,13,Red,Loving Paws Rescue,East Ericburgh,Mississippi,05/22/24 17:55:40
April,Dog,Labrador Retriever,9,Gray,Four-Legged Friends Rescue,South Michelle,Delaware,05/22/24 18:36:16
Kaitlin,Cat,Scottish Fold,14,White,Whiskers and Tails Sanctuary,South Joshuaside,Oregon,05/22/24 19:05:54
John,Cat,British Shorthair,8,Black,Cuddle Buddies Rescue,Lisachester,Washington,05/22/24 19:17:22
Christopher,Dog,Dachshund,14,White,Pawsitive Outcomes Rescue,Clarkmouth,Mississippi,05/22/24 19:47:17
Jose,Cat,Siamese,7,Golden,Cuddle Buddies Rescue,Jeffreyborough,West Virginia,05/22/24 20:00:31
Amanda,Dog,Labrador Retriever,3,Gray,Rescue Me Animal Shelter,Mcintyremouth,New York,05/22/24 20:08:05
David,Dog,Boxer,5,Black,Furever Friends Sanctuary,Brandonport,North Dakota,05/22/24 20:09:44
Michelle,Cat,Siamese,11,Cream,Wagging Tails Shelter,New William,Colorado,05/22/24 20:30:34
Anthony,Dog,Labrador Retriever,8,White,Whiskers and Tails Sanctuary,Humphreymouth,Missouri,05/22/24 20:38:35
Daniel,Cat,Scottish Fold,13,Brown,Barks and Meows Haven,Port Sharonside,Nevada,05/22/24 20:47:05
Jessica,Dog,Poodle,6,Gray,Four-Legged Friends Rescue,Christopherville,Pennsylvania,05/22/24 21:24:32
Linda,Dog,Yorkshire Terrier,7,Black,Animal Haven Rescue,Carsontown,South Dakota,05/22/24 21:31:52
Francisco,Dog,German Shepherd,12,Spotted,Pet Haven Rescue,Margaretside,Alaska,05/22/24 21:34:40
Beverly,Dog,Boxer,3,Striped,Faithful Friends Animal Shelter,Carlamouth,Hawaii,05/22/24 21:52:18
David,Dog,Yorkshire Terrier,7,White,Rescue Me Animal Shelter,West Laurentown,Vermont,05/22/24 22:38:28
Ernest,Dog,Golden Retriever,3,White,Pawsitive Outcomes Rescue,New Andrewside,Maine,05/22/24 22:44:07
Anthony,Dog,Beagle,5,Brown,Faithful Friends Animal Shelter,Port Jacquelineport,Oregon,05/22/24 22:52:18
Donald,Dog,German Shepherd,11,White,Second Chance Animal Shelter,Lake Lisa,New Jersey,05/22/24 22:52:45
Brandi,Cat,Abyssinian,15,Black,Paws and Claws Shelter,Krystalfort,Rhode Island,05/22/24 22:58:49
Thomas,Dog,Labrador Retriever,14,Gray,Four-Legged Friends Rescue,West Cynthia,Colorado,05/22/24 23:25:01
Daniel,Dog,Boxer,11,Red,Safe Haven Animal Shelter,Lake Joseph,Massachusetts,05/22/24 23:29:14
Andrew,Cat,Ragdoll,14,Golden,Hopeful Hearts Animal Shelter,West Adam,Indiana,05/23/24 00:22:52
Angelica,Cat,Siamese,11,White,Four-Legged Friends Rescue,New Oliviahaven,Montana,05/23/24 00:25:09
Shawn,Cat,Scottish Fold,15,Spotted,Four-Legged Friends Rescue,Amyberg,Montana,05/23/24 00:34:07
Daniel,Dog,Yorkshire Terrier,13,Brown,Hopeful Hearts Animal Shelter,Johnsonmouth,Oregon,05/23/24 00:56:35
Matthew,Cat,Siamese,1,Striped,Furry Companions Shelter,Lake Sara,Hawaii,05/23/24 01:10:19
Mia,Dog,Beagle,5,Gray,Whiskers and Tails Sanctuary,Holderton,California,05/23/24 01:21:42
Danielle,Cat,Ragdoll,3,White,Happy Paws Rescue,North Maryside,Connecticut,05/23/24 01:34:43
Sydney,Dog,Yorkshire Terrier,13,Spotted,Fur-Ever Homes Shelter,Huangland,Maine,05/23/24 01:47:31
Mary,Cat,Maine Coon,9,Spotted,Furry Friends Haven,Floresmouth,Rhode Island,05/23/24 02:07:16
Alisha,Cat,Ragdoll,8,Striped,Furever Friends Sanctuary,Lake Jamesmouth,New Hampshire,05/23/24 02:24:41
Victor,Cat,Abyssinian,9,Black,Whiskers and Tails Sanctuary,New Jose,Oklahoma,05/23/24 02:26:07
Pamela,Dog,German Shepherd,5,Golden,Loving Paws Rescue,Michaelfurt,Texas,05/23/24 02:44:26
Miranda,Cat,Scottish Fold,4,Red,Paws and Claws Shelter,West Angela,Nevada,05/23/24 02:46:34
Renee,Cat,Abyssinian,4,White,Cuddle Buddies Rescue,North Nathanbury,Wyoming,05/23/24 04:13:01
Russell,Cat,Scottish Fold,2,Black,Whiskers and Tails Sanctuary,South Jeremyshire,North Carolina,05/23/24 04:25:08
Charles,Cat,Scottish Fold,11,Black,Furry Companions Shelter,South Dakota,Georgia,05/23/24 04:31:08
James,Cat,Birman,11,Spotted,Pet Haven Rescue,Norrisport,South Dakota,05/23/24 04:46:40
Kevin,Dog,Labrador Retriever,6,Golden,Pet Haven Rescue,Port Connie,Mississippi,05/23/24 05:09:38
Megan,Dog,Rottweiler,6,Gray,Pet Haven Rescue,Garciafurt,Maryland,05/23/24 05:44:42
Paula,Dog,Dachshund,13,Blue,Hopeful Hearts Animal Shelter,West Brianshire,Oregon,05/23/24 06:05:09
Paul,Cat,Ragdoll,3,White,Animal Haven Rescue,Elizabethland,Connecticut,05/23/24 06:08:31
Christopher,Cat,Siamese,1,Blue,Barks and Meows Haven,East Karen,Colorado,05/23/24 06:16:02
Mary,Dog,Poodle,5,Gray,Animal Haven Rescue,Annaport,Minnesota,05/23/24 06:53:55
Nicholas,Cat,Birman,5,Red,Pet Haven Rescue,Port Patrickville,South Carolina,05/23/24 06:55:17
Theresa,Dog,Dachshund,6,Spotted,Loving Paws Rescue,New John,California,05/23/24 06:55:36
Christina,Dog,Golden Retriever,2,Red,Safe Haven Animal Shelter,Lake Linda,South Carolina,05/23/24 08:01:43
Andrea,Dog,German Shepherd,8,Blue,Rescue Me Animal Shelter,Davidfort,Tennessee,05/23/24 08:09:36
Brendan,Cat,British Shorthair,7,Cream,Hopeful Hearts Animal Shelter,West Colleenchester,Texas,05/23/24 08:25:58
Aaron,Dog,Bulldog,8,Black,Furry Friends Haven,Port Michael,Arkansas,05/23/24 08:30:48
Danny,Dog,Labrador Retriever,7,Spotted,Furever Friends Sanctuary,Port Michelleville,Wyoming,05/23/24 08:32:33
Megan,Cat,Siamese,8,Striped,Paws and Claws Shelter,Tamaraside,Nevada,05/23/24 08:48:09
Andrea,Cat,Abyssinian,14,Striped,Four-Legged Friends Rescue,Stacychester,Maryland,05/23/24 09:02:57
Kimberly,Dog,Beagle,8,Gray,Furever Friends Sanctuary,East James,Alaska,05/23/24 09:07:13
John,Dog,Beagle,9,Spotted,Wagging Tails Shelter,Danielleport,Hawaii,05/23/24 09:54:03
Jon,Cat,Birman,11,White,Whiskers and Tails Sanctuary,Matthewside,Pennsylvania,05/23/24 10:51:06
Mathew,Dog,Labrador Retriever,6,Brown,Pawsitive Outcomes Rescue,East Melissa,New Mexico,05/23/24 11:23:36
Thomas,Dog,Yorkshire Terrier,15,Golden,Happy Paws Rescue,West James,Arizona,05/23/24 11:44:33
Robert,Dog,Poodle,10,Gray,Safe Haven Animal Shelter,Williamborough,South Carolina,05/23/24 12:01:42
Cynthia,Dog,Boxer,9,Striped,Fur-Ever Homes Shelter,Mcintoshchester,Arizona,05/23/24 12:03:45
Jennifer,Cat,Scottish Fold,10,Striped,Pet Haven Rescue,Travisshire,Nevada,05/23/24 12:06:17
Kristin,Dog,Beagle,14,Striped,Furry Friends Haven,Davistown,Utah,05/23/24 12:12:41
Justin,Dog,Labrador Retriever,3,Brown,Furry Companions Shelter,Simmonsbury,Colorado,05/23/24 12:15:09
Timothy,Cat,Sphynx,3,Striped,Hopeful Hearts Animal Shelter,Lake Nancystad,Idaho,05/23/24 12:55:11
Erica,Cat,Persian,10,Golden,Furever Friends Sanctuary,Jeffreyfurt,Iowa,05/23/24 12:55:11
William,Dog,Dachshund,6,Red,Hopeful Hearts Animal Shelter,Riverashire,South Dakota,05/23/24 13:31:23
Brittany,Dog,Boxer,6,White,Animal Haven Rescue,North Daniel,Utah,05/23/24 13:42:12
Ian,Dog,Labrador Retriever,8,Cream,Four-Legged Friends Rescue,East Brandonport,Kentucky,05/23/24 14:20:05
Joshua,Dog,Yorkshire Terrier,6,Gray,Fur-Ever Homes Shelter,East Davidview,Colorado,05/23/24 14:25:21
Kimberly,Cat,Birman,11,Blue,Furry Companions Shelter,North Katherine,New Jersey,05/23/24 14:57:46
Alexis,Cat,Ragdoll,3,Cream,Furever Friends Sanctuary,Petersonfurt,Montana,05/23/24 14:59:01
Bruce,Dog,Beagle,10,Spotted,Second Chance Animal Shelter,Rodriguezberg,Maine,05/23/24 15:38:38
Theresa,Dog,Beagle,6,Blue,Furever Friends Sanctuary,Davenportborough,Florida,05/23/24 15:52:37
Nicholas,Cat,Ragdoll,10,Red,Paws and Claws Shelter,Meyertown,Washington,05/23/24 16:05:57
Carly,Cat,British Shorthair,14,Blue,Four-Legged Friends Rescue,Graymouth,North Dakota,05/23/24 16:08:37
James,Dog,German Shepherd,15,Cream,Furry Friends Haven,Danieltown,Rhode Island,05/23/24 16:33:09
Lawrence,Dog,Boxer,5,Brown,Fur-Ever Homes Shelter,Lake David,Indiana,05/23/24 16:33:38
Donald,Dog,Dachshund,4,Red,Happy Paws Rescue,Goodbury,Iowa,05/23/24 16:34:11
Jennifer,Cat,Sphynx,14,Gray,Hopeful Hearts Animal Shelter,Robertshire,Mississippi,05/23/24 17:31:54
Eric,Cat,Oriental Shorthair,4,Blue,Four-Legged Friends Rescue,Lake Amy,Maryland,05/23/24 17:41:28
Amber,Cat,British Shorthair,7,Red,Furry Friends Haven,Tonyaside,Hawaii,05/23/24 17:49:57
Jeanette,Dog,Golden Retriever,14,Red,Whiskers and Tails Sanctuary,North Jeffreyport,Georgia,05/23/24 18:37:15
Todd,Dog,Dachshund,4,Brown,Four-Legged Friends Rescue,Michaelton,Massachusetts,05/23/24 18:44:01
Gina,Dog,Yorkshire Terrier,11,Brown,Rescue Me Animal Shelter,South Tonya,Wisconsin,05/23/24 18:55:49
Hayley,Dog,German Shepherd,14,Red,Safe Haven Animal Shelter,Patrickfurt,Utah,05/23/24 19:03:20
Alan,Cat,Maine Coon,14,Spotted,Pawsitive Outcomes Rescue,Alexisland,Vermont,05/23/24 19:05:25
Michael,Dog,Dachshund,14,Brown,Four-Legged Friends Rescue,Kingfort,Michigan,05/23/24 19:16:55
Mark,Cat,Maine Coon,7,Blue,Cuddle Buddies Rescue,Traceymouth,Iowa,05/23/24 19:34:53
Kevin,Cat,British Shorthair,9,Black,Wagging Tails Shelter,Cassandrashire,Massachusetts,05/23/24 20:08:49
Glen,Dog,Boxer,3,White,Second Chance Animal Shelter,North Glenda,Nevada,05/23/24 20:10:29
Sally,Dog,Beagle,1,Blue,Fur-Ever Homes Shelter,Fergusonside,South Carolina,05/23/24 20:12:06
David,Cat,Scottish Fold,10,Red,Rescue Me Animal Shelter,Suttonchester,Wisconsin,05/23/24 20:47:57
Jaime,Dog,Dachshund,13,Spotted,Barks and Meows Haven,East Markview,Alaska,05/23/24 20:56:19
Lisa,Cat,Scottish Fold,6,Spotted,Animal Haven Rescue,Lindseyburgh,Utah,05/23/24 21:16:21
James,Cat,Oriental Shorthair,4,Spotted,Faithful Friends Animal Shelter,North David,Maine,05/23/24 21:41:14
Susan,Cat,Siamese,14,Gray,Pet Haven Rescue,Kaylashire,Colorado,05/23/24 22:09:54
Carl,Cat,Ragdoll,2,White,Fur-Ever Homes Shelter,North Tonyport,Maine,05/23/24 22:16:01
Monica,Cat,Maine Coon,9,Black,Furry Companions Shelter,Paceside,Florida,05/23/24 22:17:07
Bianca,Cat,Siamese,10,Blue,Hopeful Hearts Animal Shelter,Port Kevinside,New York,05/23/24 22:30:55
Andrew,Dog,Yorkshire Terrier,2,Blue,Loving Paws Rescue,South Haleymouth,Massachusetts,05/23/24 22:32:24
Karina,Dog,Beagle,7,Golden,Wagging Tails Shelter,Port Brian,Arizona,05/23/24 22:54:46
Samuel,Cat,British Shorthair,2,Striped,Fur-Ever Homes Shelter,Cathyfurt,Alabama,05/23/24 23:03:53
Glen,Dog,Rottweiler,12,Black,Four-Legged Friends Rescue,Danastad,Florida,05/23/24 23:23:54
Terri,Dog,Boxer,12,Blue,Happy Paws Rescue,North Angelaview,New Jersey,05/24/24 00:17:28
Shannon,Cat,Sphynx,13,Golden,Cuddle Buddies Rescue,Kellibury,Virginia,05/24/24 00:52:08
James,Dog,Dachshund,4,Gray,Fur-Ever Homes Shelter,Brianton,New Mexico,05/24/24 00:58:09
Jill,Dog,Yorkshire Terrier,3,Brown,Loving Paws Rescue,Ryanhaven,Ohio,05/24/24 00:59:53
Elizabeth,Dog,Dachshund,6,Black,Barks and Meows Haven,Carterside,West Virginia,05/24/24 01:07:57
Monique,Dog,Beagle,15,Gray,Pet Haven Rescue,New Jamie,West Virginia,05/24/24 01:13:32
Cassie,Dog,German Shepherd,2,White,Fur-Ever Homes Shelter,West Rebeccaborough,Nevada,05/24/24 01:22:12
John,Dog,Boxer,4,White,Hopeful Hearts Animal Shelter,Moodyshire,Massachusetts,05/24/24 01:23:55
